hour,weekday_name,distance_to_next_m,time_gap_hours
14,Saturday,0.0,20.787222222222223
10,Monday,0.0,1.0155555555555555
13,Tuesday,0.0,1.7725
14,Friday,0.0,1.7994444444444444
16,Thursday,0.0,86.49972222222222
11,Monday,0.0,1.336111111111111
12,Monday,0.0,1.0852777777777778
13,Monday,0.0,1.7538888888888888
9,Tuesday,0.0,1.6016666666666666
10,Tuesday,0.0,1.5016666666666667
13,Tuesday,0.0,1.0144444444444445
15,Tuesday,0.0,16.728055555555557
13,Wednesday,0.0,1.1466666666666667
16,Wednesday,0.0,15.779444444444444
11,Thursday,0.0,1.4622222222222223
14,Thursday,0.0,18.958333333333332
13,Friday,0.0,2.727777777777778
9,Monday,0.0,1.9222222222222223
11,Monday,0.0,1.4266666666666667
14,Monday,0.0,1.5197222222222222
16,Monday,0.0,16.131944444444443
12,Tuesday,0.0,1.9758333333333333
10,Wednesday,0.0,2.078333333333333
7,Thursday,0.0,1.75
9,Thursday,0.0,1.3241666666666667
11,Thursday,0.0,1.7008333333333334
15,Thursday,0.0,1.1558333333333333
13,Monday,0.0,1.7169444444444444
16,Tuesday,0.0,15.948611111111111
12,Wednesday,0.0,1.2855555555555556
9,Thursday,0.0,1.2486111111111111
11,Thursday,0.0,1.5175
12,Friday,0.0,1.4133333333333333
16,Friday,0.0,1.0152777777777777
10,Monday,0.0,1.8944444444444444
12,Monday,0.0,1.11
14,Monday,0.0,1.0391666666666666
15,Monday,0.0,16.530833333333334
13,Tuesday,0.0,1.0441666666666667
16,Tuesday,0.0,15.686666666666667
15,Wednesday,0.0,16.20777777777778
10,Thursday,0.0,1.5622222222222222
12,Thursday,0.0,1.2683333333333333
12,Friday,0.0,1.1527777777777777
13,Friday,0.0,1.103888888888889
16,Friday,0.0,63.76027777777778
13,Wednesday,0.0,1.6088888888888888
16,Wednesday,0.0,15.803611111111111
13,Friday,0.0,1.0794444444444444
13,Monday,0.0,1.9769444444444444
11,Tuesday,0.0,1.083611111111111
12,Tuesday,0.0,1.3677777777777778
16,Tuesday,0.0,16.024722222222223
15,Wednesday,0.0,1.0502777777777779
8,Thursday,0.0,1.011388888888889
16,Thursday,0.0,16.175833333333333
12,Friday,0.0,1.008888888888889
11,Monday,0.0,1.0980555555555556
16,Monday,0.0,15.317222222222222
10,Wednesday,0.0,1.2822222222222222
11,Thursday,0.0,1.1841666666666666
9,Friday,0.0,1.2691666666666668
12,Friday,0.0,1.5855555555555556
14,Friday,0.0,1.325
10,Monday,0.0,1.2702777777777778
14,Monday,0.0,1.0563888888888888
16,Monday,0.0,15.723333333333333
13,Tuesday,0.0,1.0283333333333333
10,Wednesday,0.0,1.3083333333333333
8,Monday,0.0,1.418611111111111
16,Tuesday,0.0,16.080833333333334
10,Wednesday,0.0,1.0447222222222223
12,Thursday,0.0,1.1697222222222223
10,Friday,0.0,1.42
14,Friday,0.0,1.6002777777777777
16,Monday,0.0,16.03388888888889
14,Wednesday,0.0,1.1922222222222223
18,Wednesday,0.0,1.3425
19,Wednesday,0.0,1.9741666666666666
15,Thursday,0.0,16.680833333333332
12,Tuesday,0.0,1.1961111111111111
8,Friday,0.0,2.428611111111111
12,Friday,0.0,1.2369444444444444
17,Friday,0.0,23.36277777777778
17,Saturday,0.0,39.964166666666664
9,Monday,0.0,3.081111111111111
13,Thursday,0.0,1.0783333333333334
11,Friday,0.0,1.0430555555555556
16,Monday,0.0,15.005277777777778
11,Tuesday,0.0,1.4675
13,Tuesday,0.0,1.695
15,Wednesday,0.0,1.1372222222222221
12,Friday,0.0,1.1466666666666667
13,Friday,0.0,1.0108333333333333
10,Saturday,0.0,1.11
14,Saturday,0.0,41.56444444444445
10,Monday,0.0,1.2116666666666667
9,Tuesday,0.0,2.3113888888888887
11,Tuesday,0.0,1.8444444444444446
14,Thursday,0.0,1.018888888888889
17,Friday,0.0,17.383055555555554
10,Saturday,0.0,45.55027777777778
13,Monday,0.0,1.1980555555555557
15,Tuesday,0.0,1.0355555555555556
12,Wednesday,0.0,1.155
10,Thursday,0.0,1.083611111111111
15,Thursday,0.0,16.521944444444443
12,Friday,0.0,2.0308333333333333
14,Friday,0.0,1.3927777777777777
14,Monday,0.0,1.3677777777777778
9,Tuesday,0.0,1.0391666666666666
17,Wednesday,0.0,2.270277777777778
15,Thursday,0.0,2.3505555555555557
16,Friday,0.0,63.48638888888889
13,Tuesday,0.0,1.6833333333333333
16,Wednesday,0.0,16.36722222222222
11,Friday,0.0,1.9097222222222223
8,Wednesday,0.0,1.7113888888888888
8,Thursday,0.0,1.0372222222222223
11,Saturday,0.0,5.048055555555556
16,Saturday,0.0,17.308333333333334
18,Thursday,0.0,2.783888888888889
14,Monday,0.0,1.548888888888889
13,Friday,0.0,2.5941666666666667
8,Saturday,0.0,7.975555555555555
16,Saturday,0.0,3.176111111111111
10,Monday,0.0,1.185
12,Monday,0.0,1.0358333333333334
16,Tuesday,0.0,15.690555555555555
16,Wednesday,0.0,15.589722222222223
11,Thursday,0.0,1.2508333333333332
12,Monday,0.0,1.0708333333333333
10,Tuesday,0.0,1.0433333333333332
16,Tuesday,0.0,16.316944444444445
16,Wednesday,0.0,1.863888888888889
